configuration_id,population_size,generations,crossover_probability,crossover_eta,mutation_eta,mutation_probability_per_variable,reference_partitions,nominal_evaluations,stage,is_baseline,is_confirmed,run,seed,evaluations,front_size,hypervolume,igd_plus,spacing,runtime_seconds,maximum_efficiency_percent,maximum_power_kw_per_kg,compromise_engine_speed_rpm,compromise_ignition_timing_degrees,compromise_efficiency_percent,compromise_power_kw_per_kg,compromise_score
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,3,31000003,504,32,0.8446669340205263,0.004342588615552739,0.016754128624020433,9.120273999869823,38.403647065605135,25565.28915182992,5410.808489379234,-37.1746482198855,35.404241341188495,15963.79746741116,0.4004864970189685
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,4,31000004,504,35,0.8463023750643989,0.005186231155573611,0.028441393862988402,9.295602200552821,38.39576449552894,25671.821787840163,5303.223615703102,-38.10454405178825,35.52359073964772,15699.128777089321,0.3984783831986909
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,5,31000005,504,36,0.8452000671929621,0.004464540434630028,0.016726078189769678,9.631811801344156,37.75604148108626,25652.85376446546,5244.250334267956,-38.299912827453554,35.575115185143666,15547.067475109227,0.3985786692654795
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,6,31000006,504,35,0.8093587981219063,0.007015175243526449,0.0239076047991299,10.363138498738408,38.370510541947965,24361.12684381048,4542.160962966222,-31.673261841305646,36.19464152555299,13700.157317160247,0.4085458650292598
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,7,31000007,504,35,0.8468218318895366,0.004088144746142021,0.03398704685584154,8.153703199699521,38.39415435604715,25652.610164274483,5214.667159693794,-38.023789033276785,35.60278925934225,15471.391328682581,0.3985443323177339
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,1,31000001,504,12,0.8390533643695782,0.010265421455874354,0.07573381786396649,10.619508000090718,37.9745783887795,25674.280166938504,5498.509130401779,-39.98234987124856,35.34045705540682,16193.318815977196,0.3999363278990345
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,2,31000002,504,12,0.8222173327108068,0.01657460658741588,0.15197701804437522,9.89236420020461,38.42529365920909,25674.402128975456,5633.413973106836,-42.22927709580249,35.193716689131676,16521.73128017647,0.4033184891420281
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,3,31000003,504,12,0.836160621321637,0.010360425493603519,0.0973320808014626,9.39061320014298,38.191507290103274,25662.99462055801,4988.712332143012,-35.66720794033239,35.80973003922335,14887.036821448799,0.39963399847326053
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,4,31000004,504,12,0.8382420104651138,0.012170182091604158,0.05280573387917271,9.788459200412035,38.4263044970379,25671.43195860698,5705.574792777028,-47.333603756358414,34.876445398647355,16582.51397734889,0.42457892609246584
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,5,31000005,504,12,0.8396524646756472,0.008497038831942706,0.08166793777952078,10.374316301196814,38.33371590756819,25664.866716839657,4774.773427818051,-30.588621599573372,35.89300646057799,14281.74779103912,0.40937873982917916
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,6,31000006,504,12,0.8403435320669589,0.008604882322696265,0.06678329503224695,10.105723798274994,38.03307379650493,25670.931635480792,5121.650970624579,-37.703393051033046,35.684093904865065,15230.122848642566,0.3990383498571336
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,7,31000007,504,12,0.8393269089540514,0.009440268199003097,0.03317169734610045,9.209160899743438,38.41971436790567,25673.819981933095,5683.935159229726,-44.08601080185211,35.09514605511675,16623.211215081705,0.40823027661942035
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,1,31000001,504,24,0.8422583863725148,0.00505433245115649,0.023441543520094872,9.877383099868894,37.481359925837694,25628.350743923067,5399.891627516169,-37.0583130447434,35.41343003824745,15935.723697096835,0.4004774975922258
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,2,31000002,504,23,0.8375831470623787,0.006730955575185195,0.037039812851467895,9.002277299761772,38.43086896504824,25473.153174117026,5466.010019453262,-39.837628537412414,35.3701712055003,16111.142516586826,0.3996563635142861
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,3,31000003,504,23,0.8425555419835495,0.005886613247290719,0.02131933148140849,8.6040241997689,38.276603826383344,25532.79079610346,4896.9701787228005,-34.38171191438991,35.88691279978436,14644.7618155808,0.4010409577198931
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,4,31000004,504,23,0.8415834468408071,0.004858184586913321,0.00922350771781919,8.496872998774052,38.07241819005816,25478.726263636843,5141.2983429459055,-36.13773945226775,35.66721580907366,15281.316461390366,0.39888884213222253
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,5,31000005,504,24,0.8444651452238857,0.004461001419190664,0.02024530694469081,9.126853600144386,38.019310460813315,25598.929639311238,5035.809421281915,-36.09758328623208,35.76753122639535,15009.872560489732,0.3991925266501812
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,6,31000006,504,22,0.8215226959771429,0.006475463661906582,0.04288492144855542,8.458357099443674,38.317488118018765,24825.233150796852,4997.974130270648,-34.69559385815177,35.790393629265736,14906.621789272795,0.40027438462934073
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,7,31000007,504,24,0.8440595496137362,0.005254411945186954,0.023476771463028748,8.608271699398756,38.284861266538044,25612.47525607252,5159.233894751185,-35.668214145284495,35.64133691947961,15323.4994574355,0.39949372703967867
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,8,31000008,504,23,0.8456300777230197,0.004647344167142211,0.033565978794009146,8.928591499105096,38.39942086601744,25665.342578173695,5084.731848254046,-38.006784291778885,35.70790628592208,15130.427360541573,0.39989393935829715
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,9,31000009,504,23,0.833899166710001,0.005053992614359235,0.03924991859894926,8.912965200841427,38.37246538573859,25241.137212428486,5188.347713089225,-38.25095031982782,35.62235283323378,15401.762738097164,0.39889587190356174
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,10,31000010,504,23,0.8433263128131163,0.006938444737916471,0.012505248218419121,9.51815789937973,38.073681880979635,25626.851498225915,5709.917606006351,-47.572630490782885,34.85467140050511,16584.775156775842,0.4261090771666001
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,11,31000011,504,24,0.8394587296780678,0.005700123770960503,0.01460655793792393,8.317382300272584,38.42672828084517,25479.057546993405,4999.612705946166,-35.38105176385699,35.797876023386486,14914.626317700722,0.39966352647287057
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,12,31000012,504,24,0.8274149309258545,0.011303699536959684,0.010594741744500794,9.837344801053405,35.88588444912337,25661.9015014498,5406.1093716775695,-40.911804084015216,35.39807539049617,15947.155592325871,0.4012361079831416
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,13,31000013,504,23,0.8464082146033662,0.00505377093239023,0.03941786919674722,8.294131798669696,38.292416693281226,25674.232879708063,5199.1733744326975,-37.16330448735357,35.61888870621486,15432.398149019486,0.39842604005077137
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,14,31000014,504,23,0.8451779937194448,0.004739908558923013,0.01911467495730225,9.426016001030803,37.90972322337949,25638.916669312086,5425.593691151388,-40.40134047754337,35.3958814002167,16003.639234813207,0.4001994268263915
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,15,31000015,504,24,0.8457168424304212,0.004502271143495737,0.04708684135393391,8.354359600692987,38.42013611027188,25660.48595204735,5532.918942288437,-40.131731272808835,35.308828529844604,16280.073850232635,0.40028545230231316
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,16,31000016,504,24,0.8454920817743075,0.005079240379148501,0.04442243530884402,8.958810301497579,38.40392781798306,25672.167035709404,5117.32963057807,-35.88745578456361,35.68801274279617,15218.943755429878,0.3990587528511494
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,17,31000017,504,21,0.8308301819007433,0.006664157491595803,0.030076849408314486,8.682439099997282,38.370455988374495,25268.850002228213,5399.638932659376,-38.873028854973114,35.43429231240906,15944.365360109734,0.39894396242680985
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,18,31000018,504,24,0.8468947420729763,0.004152516062257672,0.010039284603551246,7.952437801286578,38.13086149513258,25639.079995433938,5073.350360134893,-35.68549962323462,35.729205274265205,15105.564703793909,0.3992151745647783
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,19,31000019,504,23,0.8432643978152085,0.004795356203351723,0.008261793585973147,9.852567600086331,38.42963925551576,25558.06689424078,5223.367674227642,-39.299326610838705,35.57471265055287,15484.983673236251,0.39996653176804614
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,20,31000020,504,22,0.8427214156748509,0.005122591176142691,0.024497600427043183,8.338275600224733,38.32069360933462,25538.4777287806,5339.984735029123,-38.53641629599812,35.48941620593699,15792.745066233225,0.3986259656567569
C12,24,20,0.9,20.0,20.0,0.5,23,504,confirmation,True,True,21,31000021,504,24,0.8353655814288008,0.004676723206905455,0.03794618288313966,9.144108399748802,38.283240331548335,25271.243040870184,5086.7023813115675,-36.647712917766896,35.721535184135504,15142.068173770585,0.3988303108943643
C13,56,8,1.0,30.0,40.0,1.0,55,504,screening,False,False,1,31000001,504,56,0.839098645954317,0.004715604508297204,0.028534836198239703,9.2271429002285,38.13892070405714,25496.595675338198,5134.908701288814,-37.25394062800903,35.67692197558638,15266.478090636718,0.3986443130185069
C13,56,8,1.0,30.0,40.0,1.0,55,504,screening,False,False,2,31000002,504,56,0.8386465261042502,0.0030117413556309588,0.012896485965468895,9.427816100418568,38.3735277064403,25307.11497645638,5295.472747353184,-37.02311115445636,35.523392279971404,15676.096309343757,0.39898866173732944
C13,56,8,1.0,30.0,40.0,1.0,55,504,screening,False,False,3,31000003,504,56,0.8487458481267469,0.002615508622510237,0.008825490055522101,9.565085301175714,38.05746194455674,25671.50031609466,5509.349443913259,-40.34362480167138,35.32779630709479,16219.431244931133,0.4002471692969202
C13,56,8,1.0,30.0,40.0,1.0,55,504,screening,False,False,4,31000004,504,56,0.8492432191219583,0.0022307599319905556,0.018450896570964534,8.824868399649858,38.318081163531,25661.611128006574,5412.327251513467,-39.8393266796203,35.41602282769607,15973.592124213543,0.399515016084884
C13,56,8,1.0,30.0,40.0,1.0,55,504,screening,False,False,5,31000005,504,56,0.8327336985977443,0.0034893108934105238,0.016324388718270452,9.260035900399089,38.37102677185508,25092.97443709597,5145.477366762301,-37.11949599936504,35.668038024786924,15294.090197779855,0.39855260436262707
C13,56,8,1.0,30.0,40.0,1.0,55,504,screening,False,False,6,31000006,504,56,0.8369401925110399,0.0031132585911757774,0.012244663227789101,8.661999499425292,38.40474017620073,25227.481793898492,5157.018616641417,-37.212695833001405,35.65750166673089,15323.86665985446,0.3985147553170362
C13,56,8,1.0,30.0,40.0,1.0,55,504,screening,False,False,7,31000007,504,56,0.8472555525303896,0.0030424750051658376,0.016580869516715134,8.004123600199819,38.23939439257803,25616.162129818873,5654.103388496845,-41.16912202805729,35.19356851631993,16582.3395834517,0.402144034979663
C14,12,41,0.7,20.0,40.0,1.0,11,504,screening,False,False,1,31000001,504,12,0.8394718496300464,0.008366389310284314,0.04816689125556511,10.428140299394727,37.399235258746536,25674.938528480845,5606.122310672606,-42.71942678064087,35.19964143514899,16444.45793143872,0.40442741255185016
C14,12,41,0.7,20.0,40.0,1.0,11,504,screening,False,False,2,31000002,504,12,0.8441503031403692,0.007939671448102112,0.034045415774403516,9.940410001203418,38.42229677495513,25673.34645286823,5182.844547442208,-38.309100382998864,35.62595378555004,15386.981693738842,0.39900630128352693
C14,12,41,0.7,20.0,40.0,1.0,11,504,screening,False,False,3,31000003,504,12,0.8368617175838432,0.01149949901880372,0.0896692023932359,9.67506179958582,38.24107787340117,25655.436561367118,4793.508705308627,-30.06743703981067,35.836384928447686,14315.168593442071,0.41162914068264306
C14,12,41,0.7,20.0,40.0,1.0,11,504,screening,False,False,4,31000004,504,12,0.8396340461086783,0.009716373585920767,0.07612127375179836,9.499064000323415,38.434084240703555,25642.8944287422,4540.759820106967,-30.451214439265797,36.16482651476896,13684.649261616833,0.4103500844201731
C14,12,41,0.7,20.0,40.0,1.0,11,504,screening,False,False,5,31000005,504,12,0.840668170029257,0.00869579385405729,0.08110043280728019,9.847837699577212,38.37927233087131,25674.063315176045,5315.266690593837,-38.231162304075426,35.51246053474875,15729.849881781523,0.39851661805128735
C14,12,41,0.7,20.0,40.0,1.0,11,504,screening,False,False,6,31000006,504,12,0.8381469091276046,0.010969994734801987,0.06242914145511237,9.913660099729896,37.86199458659419,25655.132621878067,4343.9955536525085,-31.81122805375236,36.36907432264575,13165.591429002563,0.41441796412294774
C14,12,41,0.7,20.0,40.0,1.0,11,504,screening,False,False,7,31000007,504,12,0.8423153977646712,0.008250398850113468,0.0559252726019205,10.282006699591875,38.32327360299468,25661.370384475238,5098.2149360271715,-35.75592324221124,35.70540140344319,15169.484227656634,0.3991532463034555
C15,12,41,0.9,30.0,20.0,0.5,11,504,screening,False,False,1,31000001,504,12,0.8383219622705883,0.010550924826614795,0.06996868981220672,11.071227399632335,37.74339691659805,25673.3976808557,4753.702942604291,-33.930139248032276,36.018396202391486,14268.396334599638,0.4031195148765932
C15,12,41,0.9,30.0,20.0,0.5,11,504,screening,False,False,2,31000002,504,11,0.8351417411445543,0.013690730355838574,0.047116216665977595,9.802894901484251,38.43090170139097,25669.547455863085,5241.748122116939,-35.303712584920234,35.54055322472786,15524.552343726195,0.40121031152764486
C15,12,41,0.9,30.0,20.0,0.5,11,504,screening,False,False,3,31000003,504,12,0.8418070037370144,0.008943791118974325,0.017512254324373942,9.088539998978376,38.0576731743211,25666.443701164873,4903.933538838829,-33.39232092528992,35.859685399757794,14654.459493673441,0.4023049477495162
C15,12,41,0.9,30.0,20.0,0.5,11,504,screening,False,False,4,31000004,504,12,0.8389088986220701,0.010437136010498374,0.06638425874186515,9.393811400979757,38.04863708494379,25653.366886171156,4998.21116363793,-31.349166132908735,35.64682636638747,14847.530457728399,0.40991466390069287
C15,12,41,0.9,30.0,20.0,0.5,11,504,screening,False,False,5,31000005,504,11,0.8376808464637123,0.009583134158112423,0.0906693094407556,9.579282499849796,38.427766985590175,25622.08002876251,5172.469018721266,-35.289853536503,35.618115454157504,15352.799890988901,0.40024150419660515
C15,12,41,0.9,30.0,20.0,0.5,11,504,screening,False,False,6,31000006,504,12,0.8272072101597903,0.012210391302573476,0.025207156416082403,10.335983000695705,36.174209495040735,25599.034267533745,5529.107479494505,-39.60586520382225,35.31348949138986,16271.006572824524,0.4001562591558258
C15,12,41,0.9,30.0,20.0,0.5,11,504,screening,False,False,7,31000007,504,12,0.8394744098331154,0.008577168629196769,0.06394057758232774,9.31925049982965,38.07483810119083,25629.58086945298,5114.603417584422,-36.59761862338034,35.69606967042456,15214.269994223758,0.3986878960948494
C16,36,13,0.7,30.0,10.0,0.5,35,504,screening,False,False,1,31000001,504,34,0.8406031890572891,0.004196850058991603,0.018544267834487007,9.183223800733685,37.569468293422034,25520.15974600259,4983.945670780929,-37.00489294193582,35.80419484472943,14870.513491015505,0.40033167852839757
C16,36,13,0.7,30.0,10.0,0.5,35,504,screening,False,False,2,31000002,504,33,0.8342307562856044,0.004678831468754987,0.009828712887905818,9.636252500116825,38.42873172481404,25254.017291784974,5276.437918680316,-36.19328552144739,35.52743586649289,15621.525813287177,0.3999172135840353
C16,36,13,0.7,30.0,10.0,0.5,35,504,screening,False,False,3,31000003,504,33,0.847476505616501,0.0038639299333793386,0.03144905938141761,10.090799801051617,38.32940227470193,25673.821860307897,5363.8000806033015,-38.74313583195129,35.46726933080717,15853.278507946876,0.3987480260879633
C16,36,13,0.7,30.0,10.0,0.5,35,504,screening,False,False,4,31000004,504,34,0.84365930077278,0.0036549857993804914,0.03031770924812964,8.65407820045948,38.37627629419627,25517.778499519987,5208.262872956518,-38.481776448706015,35.602851355013975,15452.417406975745,0.39895987939363964
C16,36,13,0.7,30.0,10.0,0.5,35,504,screening,False,False,5,31000005,504,33,0.8453973652998752,0.0037984454142387073,0.02658718078865054,8.654402999207377,38.11055158598478,25611.15389521119,5650.148416510101,-38.946935285153785,35.182325156032654,16565.446564125115,0.40325333617802445
C16,36,13,0.7,30.0,10.0,0.5,35,504,screening,False,False,6,31000006,504,35,0.8444373744776815,0.003772510922657917,0.010949004156425272,10.2230858001858,38.01128926938706,25568.69409072804,5563.056656603052,-39.05974774047506,35.276461070487905,16353.745964964684,0.4009843912779634
C16,36,13,0.7,30.0,10.0,0.5,35,504,screening,False,False,7,31000007,504,36,0.8469369661939251,0.00395738801611065,0.026809180764780786,8.517497699707747,38.324927211748516,25650.762958294712,5294.8518802416365,-36.858498705048916,35.52147324949411,15673.411618669737,0.3991671888444167
C17,12,41,1.0,30.0,10.0,0.25,11,504,screening,False,False,1,31000001,504,11,0.8363186213696562,0.011677204757339972,0.10553891492487501,9.80002179928124,38.43192674929515,25668.747910498154,5605.8095300769155,-41.060125772654345,35.23689756238685,16460.944680464356,0.4015436561372424
C17,12,41,1.0,30.0,10.0,0.25,11,504,screening,False,False,2,31000002,504,12,0.8243059765747662,0.014592160993243458,0.1251658239712493,10.786577800288796,38.43438431815612,25468.81578542428,5790.549008620007,-39.60234451259093,35.04157790690673,16909.164517443296,0.4066425973417479
C17,12,41,1.0,30.0,10.0,0.25,11,504,screening,False,False,3,31000003,504,12,0.8307391646435247,0.013323910469431518,0.07745114472325178,9.351660599932075,38.336344628048444,25465.840109291184,6034.663396063136,-42.547672705838565,34.828902330947734,17515.058501802363,0.41147841635845694
C17,12,41,1.0,30.0,10.0,0.25,11,504,screening,False,False,4,31000004,504,12,0.8404027044026193,0.009972106616074073,0.06263029066470638,8.697279201820493,38.13614646180887,25661.328688882608,5595.905777862095,-39.19948914992035,35.24443590844231,16435.37854479522,0.40153472198931117
C17,12,41,1.0,30.0,10.0,0.25,11,504,screening,False,False,5,31000005,504,12,0.8375698638111988,0.009837654709093676,0.0636652439280046,11.161461500450969,37.75807815103963,25610.60545416489,5646.371924914143,-43.063212085160984,35.15991269751159,16543.82866147181,0.4052308574644911
C17,12,41,1.0,30.0,10.0,0.25,11,504,screening,False,False,6,31000006,504,12,0.8388833859025356,0.008363266832182232,0.06542676557837115,10.001490900292993,37.850509823205215,25622.25988428439,5163.6563820304955,-40.394770054102835,35.573979928578254,15307.65070770232,0.4039244387847702
C17,12,41,1.0,30.0,10.0,0.25,11,504,screening,False,False,7,31000007,504,12,0.8391719802106041,0.009684879563004971,0.06415834486431858,8.655783399939537,38.28679521305881,25593.30015501032,5093.876758844371,-35.92575229797717,35.71163498759829,15159.222290305031,0.3990201255213736
C18,36,13,0.7,10.0,40.0,1.0,35,504,screening,False,False,1,31000001,504,36,0.8477186354977937,0.003255261462935423,0.019571632086370874,9.59323270060122,38.1740161384538,25651.764398431136,5011.022495743129,-36.33474899882074,35.789254779351424,14945.06340043436,0.3994474854989756
C18,36,13,0.7,10.0,40.0,1.0,35,504,screening,False,False,2,31000002,504,36,0.837071582577063,0.0054211442793555605,0.020529666993285633,9.429237900301814,38.41988187110999,25465.0159742227,5426.7938621632165,-39.72297128807227,35.40519385543822,16011.39072528258,0.39942970836643404
C18,36,13,0.7,10.0,40.0,1.0,35,504,screening,False,False,3,31000003,504,36,0.8323151836358081,0.004034333011625491,0.013637753984906522,9.135707499459386,38.21136062454023,25144.69465532756,5061.432277911851,-37.19515274646926,35.739657780742725,15074.488124414554,0.399317932882362
C18,36,13,0.7,10.0,40.0,1.0,35,504,screening,False,False,4,31000004,504,36,0.8466543971996863,0.003512396416522445,0.016249868189221823,8.91392569988966,38.30725770215053,25613.972450046815,5218.770385455655,-37.03624344092515,35.59969660100263,15482.220196043236,0.39849438185541947
C18,36,13,0.7,10.0,40.0,1.0,35,504,screening,False,False,5,31000005,504,36,0.8355612806847702,0.00380753700794527,0.021726843284235513,9.187707800418139,38.419102352315406,25244.413188443486,5534.060437526,-40.58309567976825,35.30393807504023,16281.17724916233,0.40059179544205825
C18,36,13,0.7,10.0,40.0,1.0,35,504,screening,False,False,6,31000006,504,36,0.8427381897315097,0.005002490444264847,0.009836638771206191,9.092418000102043,37.881304963554214,25573.989282186907,5431.497647087685,-38.651623754039605,35.40385923168772,16024.664842894621,0.39923984028736276
C18,36,13,0.7,10.0,40.0,1.0,35,504,screening,False,False,7,31000007,504,36,0.8415490803192845,0.0030948490908989643,0.01964987951089138,8.471455799415708,38.24604585233903,25418.806471917305,5304.486716884348,-37.69497595054054,35.521231283252355,15701.824959115744,0.3985684876336539
C19,12,41,0.9,10.0,10.0,0.5,11,504,screening,False,False,1,31000001,504,12,0.8422434870509514,0.008780818171418767,0.03180462534191237,9.911568000912666,37.88877221268276,25672.500084975956,5570.517025140271,-39.431313737995694,35.27256359308341,16373.868001301167,0.40084542982177385
C19,12,41,0.9,10.0,10.0,0.5,11,504,screening,False,False,2,31000002,504,12,0.8383351991583293,0.00969835991460316,0.06970180135451325,10.333698399364948,38.41776190912762,25662.953474116144,4699.963558718733,-34.39398929673605,36.063510889692736,14124.765581751006,0.4043419616131422
C19,12,41,0.9,10.0,10.0,0.5,11,504,screening,False,False,3,31000003,504,11,0.8338139834860471,0.012189124035621146,0.09545082021134724,9.728419600054622,38.42951862055097,25667.480867077174,4659.502788677589,-34.089729795924214,36.0989429600382,14016.927115884266,0.4052372542243086
C19,12,41,0.9,10.0,10.0,0.5,11,504,screening,False,False,4,31000004,504,12,0.838232714092808,0.009398531389329232,0.09482313680895728,9.104188401252031,38.43225768417671,25675.89839259649,5660.4493825696545,-38.53218536289337,35.160515813840455,16585.360002440313,0.4043823457249185
C19,12,41,0.9,10.0,10.0,0.5,11,504,screening,False,False,5,31000005,504,12,0.8407449730724462,0.009357457052843752,0.0573926696221084,10.391108000651002,38.041823295960505,25661.872624012005,5466.960249960202,-42.44720903497374,35.301534186173875,16082.673679868642,0.4047905980073472
C19,12,41,0.9,10.0,10.0,0.5,11,504,screening,False,False,6,31000006,504,12,0.836237599514007,0.0117848517086003,0.04393261839322748,10.25281579978764,37.40025186124255,25672.11413553122,6356.919525135092,-47.07114713607562,34.50421461323509,18278.376297860483,0.4244040723460069
